ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,Glottolog_Name
B71aIb_Teke_Ibali_Congo,B71aIb_Teke_Ibali_Congo,,-4.20697,15.3893,ibal1241,,Kwa South
B71aLe_Teke_Leconi,B71aLe_Teke_Leconi,,-4.20697,15.3893,ibal1241,,Kwa South
B77b_Fumu,B77b_Fumu,,-3.59003,15.5061,teke1274,,Teke-Fuumu
B78_Wuumu,B78_Wuumu,,-3.59003,15.5061,teke1274,,Teke-Fuumu
B81_Tiene,B81_Tiene,,-2.84694,16.4765,tien1242,,Tiene
B82_Buma,B82_Buma,,-3.27,17.45,boma1246,,Boma Yumu
B84_Mbunda,B84_Mbunda,,-5.21134,19.4269,mpuo1241,,Mbuun
B85_Yanzi,B85_Yanzi,,-3.8231,18.2341,yans1239,,Yansi
B85d_Nsongo,B85d_Nsongo,,-4.55057,18.4978,song1299,,Nsong-Mpiin
B85e_Mput,B85e_Mput,,,,,,
B86_Dinga,B86_Dinga,,-4.44304,19.3881,ding1239,,Ding
B86_Dzing,B86_Dzing,,-4.55057,18.4978,song1299,,Nsong-Mpiin
B861_Ngul,B861_Ngul,,-4.09816,19.5129,ngul1247,,Ngwii
B862_Lwel,B862_Lwel,,-4.38475,20.6314,lwel1234,,Lwel
B863_Pindi,B863_Pindi,,-4.55057,18.4978,song1299,,Nsong-Mpiin
B864_Ngong,B864_Ngong,,-5.5,18.2,ngon1267,,Ngongo
B865_Nzadi,B865_Nzadi,,-4.102208,20.194462,nzad1234,,Nzadi
Bamun_Grassfields,Bamun_Grassfields,,5.49017,10.8477,bamu1253,,Bamun
Bile_Jarawan,Bile_Jarawan,,8.90052,11.1907,bile1244,,Bile
Bwazza_Jarawan,Bwazza_Jarawan,,9.60769,12.2439,mbul1260,,Mbula-Bwazza
C101_Babole_Dz,C101_Babole_Dz,,1.07773,17.2305,dibo1245,,Dibole
C101_Babole_Ep,C101_Babole_Ep,,1.07773,17.2305,dibo1245,,Dibole
C101_Babole_Ma,C101_Babole_Ma,,1.07773,17.2305,dibo1245,,Dibole
C104_Aka,C104_Aka,,3.6515,17.2713,yaka1272,,Yaka (Central African Republic)
C105_Mbenga,C105_Mbenga,,3.6515,17.2713,yaka1272,,Yaka (Central African Republic)
C141_Bonyala,C141_Bonyala,,0.37063,16.6079,bong1284,,Bongili
C142_Mondongo,C142_Mondongo,,2.16773,19.1644,bamw1238,,Bamwe
C15_Bongili,C15_Bongili,,0.37063,16.6079,bong1284,,Bongili
C21_Ngare,C21_Ngare,,0.43541,14.7935,mbok1243,,Mboko
C22_Akwa,C22_Akwa,,-0.39897,15.4623,akwa1248,,Akwa
C24_Koyo,C24_Koyo,,-0.69688,15.7508,koyo1242,,Koyo
C25_Mboshi,C25_Mboshi,,-1.23019,15.5322,mbos1242,,Mbosi
C25A_Bunji,C25A_Bunji,,-1.23019,15.5322,mbos1242,,Mbosi
C25B_Olee,C25B_Olee,,-1.23019,15.5322,mbos1242,,Mbosi
C25C_Ondinga,C25C_Ondinga,,-1.23019,15.5322,mbos1242,,Mbosi
C25E_Eboyi,C25E_Eboyi,,-1.23019,15.5322,mbos1242,,Mbosi
C302_Bolondo,C302_Bolondo,,2.46327,19.6181,bolo1263,,Bolondo
C32_Bobangi,C32_Bobangi,,-0.87437,17.227,bang1354,,Bobangi
C322_Zamba,C322_Zamba,,1.25,18.3,zamb1245,,Zamba
C323_Mpama,C323_Mpama,,-0.739203,17.685662,mpam1239,,Mpama
C34_Sakata,C34_Sakata,,-2.85653,17.9669,saka1287,,Sakata
C36d_Lingala,C36d_Lingala,,-4.409174,15.28532,ling1263,,Kinshasa Lingala
C36g_Monyongo,C36g_Monyongo,,2.15101,19.4087,ndol1238,,Ndolo
C36g_Mosange,C36g_Mosange,,2.15101,19.4087,ndol1238,,Ndolo
C37_Ebudza,C37_Ebudza,,2.19951,22.6107,budz1238,,Budza
C401_Babati_1919,C401_Babati_1919,,3.15636,22.1212,pagi1243,,Pagibete
C401_Pakabete,C401_Pakabete,,3.15636,22.1212,pagi1243,,Pagibete
C41_Ngombe,C41_Ngombe,,,,binj1250,,Binja
C412_Libobi,C412_Libobi,,2.16773,19.1644,bamw1238,,Bamwe
C42_Ebwela,C42_Ebwela,,3.22,19.28,bwel1238,,Bwela
C43A_Baati,C43A_Baati,,2.5957,25.2514,bwaa1238,,Bwa
C44_Bwa,C44_Bwa,,2.5957,25.2514,bwaa1238,,Bwa
C52_Soko,C52_Soko,,1.25037,23.6907,sode1235,,So (Democratic Republic of Congo)
C52_Soko_1919,C52_Soko_1919,,1.25037,23.6907,sode1235,,So (Democratic Republic of Congo)
C54_Turumba_1919,C54_Turumba_1919,,0.88267,24.6862,lomb1260,,Lombo
C55_Lokele,C55_Lokele,,1.25037,23.6907,sode1235,,So (Democratic Republic of Congo)
C61_Mongo,C61_Mongo,,-1.54228,20.4259,mong1338,,Mongo
C61E_Konda,C61E_Konda,,,,ekon1238,,Ekonda Mongo
C71_Tetela,C71_Tetela,,-4.29314,24.546,tete1250,,Tetela
C76_Ombo,C76_Ombo,,-2.32162,25.1748,ombo1238,,Ombo
C81_Dengese,C81_Dengese,,-3.26337,21.4194,deng1250,,Dengese
C83_Bushong,C83_Bushong,,-4.69463,21.4556,bush1247,,Bushoong
C85_Wongo,C85_Wongo,,-5.73837,20.5054,wong1247,,Wongo
D11_Mbole,D11_Mbole,,-0.57181,24.0443,mbol1247,,Mbole
D12_Lengola,D12_Lengola,,-1.95874,25.3343,leng1258,,Lengola
D13_Metoko,D13_Metoko,,-1.57031,25.104,mitu1240,,Mituku
D14_Enya,D14_Enya,,0.56,25.15,enya1247,,Enya
D201_Liko,D201_Liko,,2.13777,27.6088,lika1243,,Liko
D20B_Vamba_1919,D20B_Vamba_1919,,0.81206,30.0014,amba1263,,Amba (Uganda)
D21_Baali,D21_Baali,,1.1807,26.5941,bali1274,,Bali (Democratic Republic of Congo)
D211_Kango,D211_Kango,,1.59855,27.0186,kang1285,,Kango (Tshopo District)
D23_Kibira-Kumu_1919,D23_Kibira-Kumu_1919,,-0.76333,26.7144,komo1260,,Komo (Democratic Republic of Congo)
D24_Songola,D24_Songola,,-2.21871,26.3477,song1300,,Songoora
D25_Lega,D25_Lega,,-3.39007,28.2621,lega1250,,Lega-Mwenga
D28_Holoholo,D28_Holoholo,,-5.37545,28.3274,holo1240,,Holoholo
D301_Kare,D301_Kare,,5.03525,25.7491,kari1306,,Kari
D304_Homa_1919,D304_Homa_1919,,4.97912,28.0039,homa1239,,Homa
D305_Nyanga-li,D305_Nyanga-li,,2.97634,29.1805,nyan1303,,Nyanga-li
D308_Bodo2,D308_Bodo2,,6.0,26.0,bodo1272,,Bodo (Central African Republic)
D308_Ebodo,D308_Ebodo,,6.0,26.0,bodo1272,,Bodo (Central African Republic)
D311_Bila,D311_Bila,,1.16839,28.7626,bila1255,,Bila
D313_Mbuttu_1919,D313_Mbuttu_1919,,2.00501,27.951,budu1250,,Budu
D32_Bira,D32_Bira,,1.50054,30.0293,bera1259,,Bera
D32_Bira_Bunia,D32_Bira_Bunia,,1.50054,30.0293,bera1259,,Bera
D33_Nyali,D33_Nyali,,1.92098,30.0201,nyal1250,,Nyali
D331_Bvanuma,D331_Bvanuma,,0.93847,29.81348,vanu1242,,Vanuma
D333_Ndaaka,D333_Ndaaka,,1.53341,27.9693,ndak1241,,Ndaka
D334_Mbo,D334_Mbo,,1.11602,28.018,mbod1238,,Mbo (Democratic Republic of Congo)
D43_Nyanga,D43_Nyanga,,-1.29357,28.31546,nyan1304,,Nyanga
D55_Buyu,D55_Buyu,,-5.41806,28.5545,buyu1239,,Buyu
Duguri_Jarawan,Duguri_Jarawan,,10.05,10.21,dugu1249,,Duguri
E46_Sonjo,E46_Sonjo,,-2.19303,35.8035,temi1247,,Temi
E51_Kikuyu,E51_Kikuyu,,-0.29005,36.719,kiku1240,,Kikuyu
E52_Embu,E52_Embu,,-0.62822,37.5933,embu1241,,Embu
E52_Mbeere,E52_Mbeere,,-0.62822,37.5933,embu1241,,Embu
E53_Igoji,E53_Igoji,,0.26484,37.7396,meru1245,,Meru
E53_Imenti,E53_Imenti,,0.26484,37.7396,meru1245,,Meru
E53_Meru,E53_Meru,,0.26484,37.7396,meru1245,,Meru
E53_Meruimenti,E53_Meruimenti,,0.26484,37.7396,meru1245,,Meru
E53_Merutig,E53_Merutig,,0.26484,37.7396,meru1245,,Meru
E53_Miutini,E53_Miutini,,0.26484,37.7396,meru1245,,Meru
E53_Tigania,E53_Tigania,,0.26484,37.7396,meru1245,,Meru
E531_Muthambi,E531_Muthambi,,-0.11968,37.5939,mwim1241,,Mwimbi-Muthambi
E531_Mwimbi,E531_Mwimbi,,-0.11968,37.5939,mwim1241,,Mwimbi-Muthambi
E54_Tharaka,E54_Tharaka,,-0.13221,38.073,thar1283,,Tharaka
E541_Chuka,E541_Chuka,,-0.27405,37.6116,chuk1274,,Chuka
E55_Kamba,E55_Kamba,,-1.60827,37.9532,kamb1297,,Kamba (Kenya)
E55_Kamba_Kitu,E55_Kamba_Kitu,,-1.60827,37.9532,kamb1297,,Kamba (Kenya)
E55_Kamba_Mach,E55_Kamba_Mach,,-1.60827,37.9532,kamb1297,,Kamba (Kenya)
E56_Daiso,E56_Daiso,,-4.81209,38.818,dhai1238,,Dhaiso
E621B_Machame,E621B_Machame,,-3.29385,37.0703,mach1266,,Machame
E621C_Siha,E621C_Siha,,-3.29385,37.0703,mach1266,,Machame
E621D_Kibosho,E621D_Kibosho,,-3.29385,37.0703,mach1266,,Machame
E622A_Kimochi,E622A_Kimochi,,-3.33743,37.3357,moch1256,,Mochi
E622C_Lema,E622C_Lema,,-3.42531,37.5847,vunj1238,,Vunjo
E622C_Mamba,E622C_Mamba,,-3.42531,37.5847,vunj1238,,Vunjo
E622C_Vunjo,E622C_Vunjo,,-3.42531,37.5847,vunj1238,,Vunjo
E623_Mkuu,E623_Mkuu,,-3.07772,37.5382,romb1244,,Rombo
E623A_Kiseri,E623A_Kiseri,,-3.07772,37.5382,romb1244,,Rombo
E623D_Keni,E623D_Keni,,-3.07772,37.5382,romb1244,,Rombo
E64_Kahe,E64_Kahe,,-3.51412,37.5759,kahe1238,,Kahe
E65_Gweno,E65_Gweno,,-3.68407,37.6827,gwen1239,,Gweno
E701_Elwana,E701_Elwana,,-0.66322,39.793,ilwa1237,,Ilwana
E71A_Upper_Pokomo,E71A_Upper_Pokomo,,-2.31587,40.2897,poko1261,,Pokomo
E72a_Giryama,E72a_Giryama,,-3.30638,39.6648,giry1241,,Giryama
E73_Digo,E73_Digo,,-4.62101,39.1752,digo1243,,Digo
