Site,Label,Concepticon_ID,Concepticon_Gloss
461,blood_31,946,BLOOD
462,blood_32,946,BLOOD
463,blood_33,946,BLOOD
464,blood_34,946,BLOOD
465,blood_35,946,BLOOD
466,blood_36,946,BLOOD
467,blood_37,946,BLOOD
468,blood_38,946,BLOOD
469,blood_39,946,BLOOD
470,blood_40,946,BLOOD
471,blood_41,946,BLOOD
472,blood_42,946,BLOOD
473,blood_43,946,BLOOD
474,blood_44,946,BLOOD
475,blood_45,946,BLOOD
476,blood_46,946,BLOOD
477,blood_47,946,BLOOD
478,blood_48,946,BLOOD
479,bone_1,1394,BONE
480,bone_2,1394,BONE
481,bone_3,1394,BONE
482,bone_4,1394,BONE
483,bone_5,1394,BONE
484,bone_6,1394,BONE
485,bone_7,1394,BONE
486,bone_8,1394,BONE
487,bone_9,1394,BONE
488,bone_10,1394,BONE
489,bone_11,1394,BONE
490,bone_12,1394,BONE
491,bone_13,1394,BONE
492,bone_14,1394,BONE
493,bone_15,1394,BONE
494,bone_16,1394,BONE
495,bone_17,1394,BONE
496,bone_18,1394,BONE
497,bone_19,1394,BONE
498,bone_20,1394,BONE
499,bone_21,1394,BONE
500,bone_22,1394,BONE
501,bone_23,1394,BONE
502,bone_24,1394,BONE
503,bone_25,1394,BONE
504,bone_26,1394,BONE
505,bone_27,1394,BONE
506,bone_28,1394,BONE
507,bone_29,1394,BONE
508,bone_30,1394,BONE
509,bone_31,1394,BONE
510,bone_32,1394,BONE
511,breast_1,1402,BREAST
512,breast_2,1402,BREAST
513,breast_3,1402,BREAST
514,breast_4,1402,BREAST
515,breast_5,1402,BREAST
516,breast_6,1402,BREAST
517,breast_7,1402,BREAST
518,breast_8,1402,BREAST
519,breast_9,1402,BREAST
520,breast_10,1402,BREAST
521,breast_11,1402,BREAST
522,breast_12,1402,BREAST
523,breast_13,1402,BREAST
524,breast_14,1402,BREAST
525,breast_15,1402,BREAST
526,breast_16,1402,BREAST
527,breast_17,1402,BREAST
528,breast_18,1402,BREAST
529,breast_19,1402,BREAST
530,breast_20,1402,BREAST
531,breast_21,1402,BREAST
532,breast_22,1402,BREAST
533,breast_23,1402,BREAST
534,breast_24,1402,BREAST
535,burn_1,141,BURN (SOMETHING)
536,burn_2,141,BURN (SOMETHING)
537,burn_3,141,BURN (SOMETHING)
538,burn_4,141,BURN (SOMETHING)
539,burn_5,141,BURN (SOMETHING)
540,burn_6,141,BURN (SOMETHING)
541,burn_7,141,BURN (SOMETHING)
542,burn_8,141,BURN (SOMETHING)
543,burn_9,141,BURN (SOMETHING)
544,burn_10,141,BURN (SOMETHING)
545,burn_11,141,BURN (SOMETHING)
546,burn_12,141,BURN (SOMETHING)
547,burn_13,141,BURN (SOMETHING)
548,burn_14,141,BURN (SOMETHING)
549,burn_15,141,BURN (SOMETHING)
550,burn_16,141,BURN (SOMETHING)
